id,label,label1,label2
0.0,0.0,0.99998939037323,1.0616122108331182e-05
1.0,0.0,0.9999955654144287,4.4287360879025074e-06
2.0,0.0,0.9999961614608764,3.836385576505563e-06
3.0,0.0,0.9999961376190185,3.89379001717316e-06
4.0,0.0,0.9999961376190185,3.869167017001018e-06
5.0,0.0,0.9999894142150879,1.0578643832559467e-05
6.0,0.0,0.9999916791915895,8.320860433741472e-06
7.0,0.0,0.9999958276748657,4.169230192019313e-06
8.0,0.0,0.9999957084655762,4.30735226473189e-06
9.0,0.0,0.999996280670166,3.737858855856757e-06
10.0,0.0,0.9999960899353028,3.9247521726792914e-06
11.0,0.0,0.9999960660934448,3.932162280761986e-06
12.0,1.0,1.6059749214036856e-05,0.9999839305877686
13.0,0.0,0.9999959468841553,4.060779883729993e-06
14.0,1.0,0.19157206585960013,0.8084279589354992
15.0,1.0,1.2589039943122771e-05,0.9999874114990235
16.0,0.0,0.9999958753585816,4.105728476133663e-06
17.0,1.0,1.4284734697866952e-05,0.9999857425689699
18.0,0.0,0.9999958515167237,4.170152783444791e-06
19.0,0.0,0.9999958992004394,4.087490378879011e-06
20.0,0.0,0.999993371963501,6.623880017286865e-06
21.0,0.0,0.9999959707260132,4.027149975627253e-06
22.0,0.0,0.9999939918518066,6.020660021022195e-06
23.0,0.0,0.9999958276748657,4.163087851338787e-06
24.0,0.0,0.9999902963638305,9.749998753250111e-06
25.0,0.0,0.9999961853027344,3.802231594818295e-06
26.0,1.0,0.006374196538672551,0.9936257719993591
27.0,0.0,0.9999959468841553,4.054532087138796e-06
28.0,0.0,0.9999962329864502,3.7705334079873866e-06
29.0,1.0,3.25792221701704e-05,0.9999674081802368
30.0,0.0,0.9999950885772705,4.881079212282202e-06
31.0,0.0,0.9999961376190185,3.851413202937692e-06
32.0,0.0,0.9999959230422973,4.072990986969671e-06
33.0,1.0,2.3069875896908344e-05,0.999976921081543
34.0,0.0,0.9999959945678711,4.019177708869393e-06
35.0,0.0,0.9999958753585816,4.155410329076403e-06
36.0,0.0,0.9999910831451416,8.892282312444878e-06
37.0,0.0,0.9999960899353028,3.917085837201739e-06
38.0,0.0,0.9999959707260132,4.044537968184159e-06
39.0,0.0,0.9999960422515869,3.9403785876857e-06
40.0,0.0,0.999991774559021,8.249441043517436e-06
41.0,0.0,0.9999960422515869,3.979309008173005e-06
42.0,0.0,0.9999958276748657,4.176760398877377e-06
43.0,0.0,0.9999884843826294,1.1499961010486004e-05
44.0,0.0,0.999996018409729,3.975774416176137e-06
45.0,1.0,1.170102832475095e-05,0.9999882936477661
46.0,0.0,0.79937726596836,0.20062273141520565
47.0,0.0,0.9999960660934448,3.9423500993507336e-06
48.0,1.0,0.4015788678370882,0.5984211002709344
49.0,0.0,0.9999960899353028,3.910843543053488e-06
50.0,0.0,0.9996286273002625,0.0003713546615472296
51.0,0.0,0.799941655483417,0.20005834809999215
52.0,0.0,0.9999959468841553,4.040926182824478e-06
53.0,0.0,0.9999955415725708,4.490811716095777e-06
54.0,0.0,0.9999960899353028,3.919230357496417e-06
55.0,0.0,0.999995756149292,4.2359367398603355e-06
56.0,1.0,1.7469994509156096e-05,0.9999825239181519
57.0,1.0,9.573710121912881e-06,0.9999904155731201
58.0,0.0,0.9999958753585816,4.124459883314557e-06
59.0,0.0,0.9999939680099488,6.040697780917981e-06
60.0,0.0,0.9999949216842652,5.071012492408045e-06
61.0,1.0,7.123075711206184e-05,0.9999287843704223
62.0,0.0,0.9999958753585816,4.113905242775218e-06
63.0,0.0,0.9999958992004393,4.0718523905525215e-06
64.0,0.0,0.9999961376190185,3.879502241943556e-06
65.0,1.0,9.164374750980641e-06,0.9999908208847046
66.0,0.0,0.9985143661499023,0.0014856410110951402
67.0,0.0,0.9999931573867797,6.8265851041360294e-06
68.0,0.0,0.8067197576165199,0.19328024476840258
69.0,0.0,0.9999956607818603,4.374617401481373e-06
70.0,0.0,0.9999960660934448,3.908479243364126e-06
71.0,0.0,0.9999963283538819,3.676260075735627e-06
72.0,0.0,0.999995231628418,4.763123456541507e-06
73.0,0.0,0.9999961137771607,3.8673978679071295e-06
74.0,0.0,0.9999958038330078,4.212019666738342e-06
75.0,0.0,0.9999833345413208,1.6642668288113783e-05
76.0,1.0,8.634830628579948e-05,0.9999136447906494
77.0,0.0,0.5971996357198804,0.4028003740677377
78.0,0.0,0.9999640941619873,3.59264535291004e-05
79.0,0.0,0.9999959707260132,4.022385883217794e-06
80.0,0.0,0.9999959945678711,4.01170832446951e-06
81.0,0.0,0.9999961614608764,3.852613872368238e-06
82.0,0.0,0.9999961853027344,3.846373533633596e-06
83.0,0.0,0.9999783039093018,2.169617409890634e-05
84.0,0.0,0.9999943733215332,5.633346154354512e-06
85.0,0.0,0.9999960422515869,3.933715197490528e-06
86.0,1.0,9.263109450330376e-06,0.999990749359131
87.0,0.0,0.9992697834968567,0.0007302095560589807
88.0,0.0,0.9999958515167237,4.130045590500231e-06
89.0,1.0,0.014024901766970289,0.9859751105308531
90.0,0.0,0.9999963760375976,3.6498674717222458e-06
91.0,0.0,0.9999959945678711,4.011948522020248e-06
92.0,0.0,0.9999942302703857,5.770627376477933e-06
93.0,0.0,0.9999950170516968,4.982632617611671e-06
94.0,0.0,0.9999961614608764,3.841619241029548e-06
95.0,0.0,0.9999956846237182,4.292785069992533e-06
96.0,0.0,0.9999959707260132,4.044561956106918e-06
97.0,0.0,0.8005169298034162,0.1994830709209509
98.0,0.0,0.999994945526123,5.028447139920899e-06
99.0,0.0,0.9999958753585816,4.136995221415418e-06
100.0,0.0,0.9999958515167237,4.151339680902311e-06
101.0,0.0,0.9999957323074341,4.280935240785766e-06
102.0,0.0,0.999993896484375,6.128043241915293e-06
103.0,0.0,0.8428405284881592,0.1571594751255816
104.0,0.0,0.9999948501586914,5.130065301273135e-06
105.0,0.0,0.9999917984008789,8.200673801184166e-06
106.0,0.0,0.9999961614608764,3.863602637466102e-06
107.0,0.0,0.9999960899353028,3.940291321669065e-06
108.0,0.0,0.9999953031539917,4.7058771770025485e-06
109.0,0.0,0.9999938249588013,6.156681411084719e-06
110.0,0.0,0.9999948263168335,5.193468132347334e-06
111.0,0.0,0.9999961376190185,3.873306013701949e-06
112.0,1.0,0.00769311094081786,0.9923068642616272
113.0,1.0,6.148897155071609e-05,0.9999385237693786
114.0,1.0,0.20083555115561466,0.7991644377820194
115.0,0.0,0.9999956369400025,4.331578770688793e-06
116.0,0.0,0.9999738693237304,2.6137172017115518e-05
117.0,0.0,0.9999780893325806,2.1945077560303616e-05
118.0,0.0,0.999993085861206,6.918337294337107e-06
119.0,0.0,0.999995756149292,4.242215868544008e-06
120.0,0.0,0.9999959230422973,4.0807216237226385e-06
121.0,0.0,0.9999958515167237,4.148922835156555e-06
122.0,0.0,0.9999958038330078,4.1841642314466295e-06
123.0,0.0,0.9999945640563965,5.422991853265557e-06
124.0,0.0,0.9996950626373291,0.00030494501397697603
125.0,0.0,0.9999960899353028,3.911489466190688e-06
126.0,0.0,0.9999941825866699,5.8325704685557865e-06
127.0,0.0,0.9999959707260132,4.039081295559299e-06
128.0,1.0,0.19986281024866911,0.8001371940597892
129.0,0.0,0.9999923706054688,7.619013013027143e-06
130.0,0.0,0.999995756149292,4.222647839924321e-06
131.0,0.0,0.9999918937683105,8.111868555715774e-06
132.0,0.0,0.9999956607818603,4.346494642959442e-06
133.0,0.0,0.6314265503548085,0.3685734488186426
134.0,0.0,0.9999956607818603,4.344361377661698e-06
135.0,0.0,0.9999959230422973,4.076825143783936e-06
136.0,0.0,0.9999962091445923,3.802205560532457e-06
137.0,0.0,0.9995567679405213,0.0004432338026163052
138.0,0.0,0.9999952554702759,4.773652244693949e-06
139.0,0.0,0.9999961853027344,3.8186310348464755e-06
140.0,0.0,0.9999956369400025,4.354039288045897e-06
141.0,0.0,0.9999760150909424,2.3986907490325396e-05
142.0,0.0,0.9999954462051391,4.567564178614702e-06
143.0,0.0,0.999983835220337,1.6188200697797582e-05
144.0,1.0,0.15619627297419356,0.8438037395477295
145.0,0.0,0.9999960422515869,3.946827951040177e-06
146.0,0.0,0.9999955892562866,4.409684379425016e-06
147.0,0.0,0.9999953508377075,4.661706407205202e-06
148.0,0.0,0.9999937772750854,6.218941416591406e-06
149.0,0.0,0.9999959945678711,3.988038793067972e-06
150.0,0.0,0.9999958276748657,4.1592064008000305e-06
151.0,0.0,0.9999956607818603,4.3295598288750625e-06
152.0,0.0,0.9999958515167237,4.13907637266675e-06
153.0,0.0,0.9999958753585816,4.122227255720645e-06
154.0,0.0,0.9999955892562866,4.401269802656316e-06
155.0,0.0,0.9999955654144287,4.425377392180963e-06
156.0,0.0,0.7808956492692232,0.21910435807076284
157.0,0.0,0.9999945878982544,5.384635824157158e-06
158.0,0.0,0.9999955177307129,4.4937957000001916e-06
159.0,0.0,0.9999956607818603,4.3341344962755105e-06
160.0,0.0,0.9999958753585816,4.12066001445055e-06
161.0,0.0,0.9999961137771607,3.896204452757956e-06
162.0,0.0,0.9999961376190185,3.855338491121074e-06
163.0,0.0,0.9999959707260132,4.011312148577417e-06
164.0,0.0,0.9999959707260132,4.024455301987473e-06
165.0,0.0,0.9999879121780395,1.208954126923345e-05
166.0,0.0,0.9999420523643494,5.7933109928853796e-05
167.0,0.0,0.9999849796295166,1.5019579495856306e-05
168.0,0.0,0.9992883801460266,0.0007116602522728499
169.0,0.0,0.9999958038330078,4.17638325416192e-06
170.0,0.0,0.999995756149292,4.2336922888353005e-06
171.0,0.0,0.6031386430491693,0.39686136083182644
172.0,0.0,0.9999949932098389,5.00396199640818e-06
173.0,0.0,0.9999894618988037,1.0543056760070613e-05
174.0,0.0,0.9999752521514893,2.4734833914408227e-05
175.0,0.0,0.9999960899353028,3.8824756984467966e-06
176.0,0.0,0.9999948501586914,5.149170419826987e-06
177.0,0.0,0.9999959945678711,3.9940438909980004e-06
178.0,0.0,0.9999959468841553,4.035191273032978e-06
179.0,0.0,0.9999960660934448,3.918550055459491e-06
180.0,0.0,0.9999960660934448,3.953060286221444e-06
181.0,0.0,0.9999960660934448,3.91252053759672e-06
182.0,0.0,0.801050572283566,0.19894943536492063
183.0,0.0,0.9999956369400025,4.3730226479965495e-06
184.0,0.0,0.9999938488006592,6.147035719550331e-06
185.0,0.0,0.999995756149292,4.24456989094324e-06
186.0,0.0,0.9999960660934448,3.922984637938498e-06
187.0,1.0,0.0001399394120198849,0.9998600602149963
188.0,0.0,0.9999955177307129,4.470778662835073e-06
189.0,0.0,0.999995756149292,4.240872840455268e-06
190.0,0.0,0.9999921083450317,7.89579544289154e-06
191.0,0.0,0.9999961376190185,3.874014623761468e-06
192.0,0.0,0.9999956607818603,4.312238411330327e-06
193.0,0.0,0.9999962091445923,3.793258929363219e-06
194.0,0.0,0.9999956607818603,4.3266149987175595e-06
195.0,0.0,0.9999832153320313,1.6801615493022838e-05
196.0,0.0,0.9999430298805236,5.698641307390062e-05
197.0,0.0,0.9999958038330078,4.198953024570073e-06
198.0,0.0,0.9999956846237182,4.31340540671954e-06
199.0,0.0,0.9999885320663452,1.147390880760213e-05
200.0,0.0,0.999995756149292,4.2506426098043445e-06
201.0,1.0,0.21498488657962297,0.7850151035003364
202.0,0.0,0.9999958515167237,4.123440680814383e-06
203.0,0.0,0.9999951839447021,4.81832407785987e-06
204.0,0.0,0.9999168038368225,8.319870703417109e-05
205.0,0.0,0.6442549078899902,0.3557451087996014
206.0,0.0,0.9999949216842652,5.1042507948295676e-06
207.0,0.0,0.9999813318252564,1.8643683506525122e-05
208.0,0.0,0.8001427492359653,0.19985726143540888
